0      -7.9733333       -0.56514810        0.00090047
0      -7.9466667       -0.56799154        0.00090984
0      -7.9200000       -0.57086462        0.00091935
0      -7.8933333       -0.57376783        0.00092902
0      -7.8666667       -0.57670165        0.00093884
0      -7.8400000       -0.57966659        0.00094883
0      -7.8133333       -0.58266314        0.00095898
0      -7.7866667       -0.58569185        0.00096930
0      -7.7600000       -0.58875323        0.00097979
0      -7.7333333       -0.59184784        0.00099045
0      -7.7066667       -0.59497623        0.00100130
0      -7.6800000       -0.59813898        0.00101233
0      -7.6533333       -0.60133666        0.00102354
0      -7.6266667       -0.60456988        0.00103495
0      -7.6000000       -0.60783925        0.00104656
0      -7.5733333       -0.61114540        0.00105837
0      -7.5466667       -0.61448896        0.00107038
0      -7.5200000       -0.61787060        0.00108261
0      -7.4933333       -0.62129099        0.00109506
0      -7.4666667       -0.62475082        0.00110772
0      -7.4400000       -0.62825078        0.00112062
0      -7.4133333       -0.63179162        0.00113374
0      -7.3866667       -0.63537406        0.00114711
0      -7.3600000       -0.63899888        0.00116072
0      -7.3333333       -0.64266684        0.00117459
0      -7.3066667       -0.64637874        0.00118871
0      -7.2800000       -0.65013542        0.00120309
0      -7.2533333       -0.65393770        0.00121775
0      -7.2266667       -0.65778645        0.00123268
0      -7.2000000       -0.66168256        0.00124790
0      -7.1733333       -0.66562693        0.00126341
0      -7.1466667       -0.66962049        0.00127922
0      -7.1200000       -0.67366421        0.00129535
0      -7.0933333       -0.67775906        0.00131179
0      -7.0666667       -0.68190606        0.00132855
0      -7.0400000       -0.68610624        0.00134565
0      -7.0133333       -0.69036067        0.00136309
0      -6.9866667       -0.69467043        0.00138089
0      -6.9600000       -0.69903667        0.00139905
0      -6.9333333       -0.70346054        0.00141759
0      -6.9066667       -0.70794322        0.00143650
0      -6.8800000       -0.71248595        0.00145582
0      -6.8533333       -0.71708997        0.00147554
0      -6.8266667       -0.72175660        0.00149568
0      -6.8000000       -0.72648716        0.00151625
0      -6.7733333       -0.73128304        0.00153727
0      -6.7466667       -0.73614564        0.00155874
0      -6.7200000       -0.74107642        0.00158069
0      -6.6933333       -0.74607689        0.00160312
0      -6.6666667       -0.75114860        0.00162605
0      -6.6400000       -0.75629314        0.00164950
0      -6.6133333       -0.76151217        0.00167348
0      -6.5866667       -0.76680737        0.00169802
0      -6.5600000       -0.77218052        0.00172311
0      -6.5333333       -0.77763340        0.00174880
0      -6.5066667       -0.78316791        0.00177509
0      -6.4800000       -0.78878595        0.00180200
0      -6.4533333       -0.79448954        0.00182956
0      -6.4266667       -0.80028072        0.00185779
0      -6.4000000       -0.80616164        0.00188670
0      -6.3733333       -0.81213449        0.00191634
0      -6.3466667       -0.81820155        0.00194670
0      -6.3200000       -0.82436519        0.00197784
0      -6.2933333       -0.83062784        0.00200976
0      -6.2666667       -0.83699204        0.00204251
0      -6.2400000       -0.84346040        0.00207610
0      -6.2133333       -0.85003564        0.00211057
0      -6.1866667       -0.85672057        0.00214596
0      -6.1600000       -0.86351812        0.00218230
0      -6.1333333       -0.87043132        0.00221962
0      -6.1066667       -0.87746331        0.00225795
0      -6.0800000       -0.88461735        0.00229735
0      -6.0533333       -0.89189685        0.00233786
0      -6.0266667       -0.89930534        0.00237950
0      -6.0000000       -0.90684648        0.00242235
0      -5.9733333       -0.91452408        0.00246643
0      -5.9466667       -0.92234214        0.00251180
0      -5.9200000       -0.93030478        0.00255852
0      -5.8933333       -0.93841633        0.00260664
0      -5.8666667       -0.94668127        0.00265623
0      -5.8400000       -0.95510431        0.00270734
0      -5.8133333       -0.96369034        0.00276005
0      -5.7866667       -0.97244449        0.00281443
0      -5.7600000       -0.98137210        0.00287055
0      -5.7333333       -0.99047876        0.00292849
0      -5.7066667       -0.99977033        0.00298834
0      -5.6800000       -1.00925294        0.00305019
0      -5.6533333       -1.01893301        0.00311413
0      -5.6266667       -1.02881729        0.00318027
0      -5.6000000       -1.03891284        0.00324872
0      -5.5733333       -1.04922708        0.00331960
0      -5.5466667       -1.05976784        0.00339303
0      -5.5200000       -1.07054332        0.00346915
0      -5.4933333       -1.08156218        0.00354810
0      -5.4666667       -1.09283354        0.00363003
0      -5.4400000       -1.10436701        0.00371511
0      -5.4133333       -1.11617276        0.00380352
0      -5.3866667       -1.12826153        0.00389545
0      -5.3600000       -1.14064469        0.00399112
0      -5.3333333       -1.15333430        0.00409074
0      -5.3066667       -1.16634314        0.00419456
0      -5.2800000       -1.17968479        0.00430284
0      -5.2533333       -1.19337370        0.00441588
0      -5.2266667       -1.20742527        0.00453399
0      -5.2000000       -1.22185593        0.00465752
0      -5.1733333       -1.23668322        0.00478684
0      -5.1466667       -1.25192595        0.00492237
0      -5.1200000       -1.26760428        0.00506457
0      -5.0933333       -1.28373989        0.00521395
0      -5.0666667       -1.30035610        0.00537109
0      -5.0400000       -1.31747814        0.00553663
0      -5.0133333       -1.33513329        0.00571129
0      -4.9866667       -1.35335115        0.00589589
0      -4.9600000       -1.37216397        0.00609139
0      -4.9333333       -1.39160694        0.00629889
0      -4.9066667       -1.41171861        0.00651970
0      -4.8800000       -1.43254137        0.00675538
0      -4.8533333       -1.45412194        0.00700780
0      -4.8266667       -1.47651207        0.00727929
0      -4.8000000       -1.49976916        0.00757273
