0       0.0133333       -0.00746075        0.00024646
0       0.0266667       -0.00736122        0.00030340
0       0.0400000       -0.00729784        0.00032924
0       0.0533333       -0.00726995        0.00034555
0       0.0666667       -0.00726509        0.00035867
0       0.0800000       -0.00727544        0.00037083
0       0.0933333       -0.00729629        0.00038296
0       0.1066667       -0.00732458        0.00039551
0       0.1200000       -0.00735824        0.00040867
0       0.1333333       -0.00739581        0.00042257
0       0.1466667       -0.00743618        0.00043723
0       0.1600000       -0.00747853        0.00045267
0       0.1733333       -0.00752221        0.00046887
0       0.1866667       -0.00756671        0.00048580
0       0.2000000       -0.00761165        0.00050342
0       0.2133333       -0.00765671        0.00052170
0       0.2266667       -0.00770165        0.00054059
0       0.2400000       -0.00774627        0.00056004
0       0.2533333       -0.00779043        0.00058003
0       0.2666667       -0.00783403        0.00060050
0       0.2800000       -0.00787698        0.00062142
0       0.2933333       -0.00791921        0.00064277
0       0.3066667       -0.00796071        0.00066451
0       0.3200000       -0.00800144        0.00068661
0       0.3333333       -0.00804138        0.00070906
0       0.3466667       -0.00808054        0.00073184
0       0.3600000       -0.00811891        0.00075493
0       0.3733333       -0.00815651        0.00077832
0       0.3866667       -0.00819333        0.00080199
0       0.4000000       -0.00822940        0.00082595
0       0.4133333       -0.00826471        0.00085018
0       0.4266667       -0.00829927        0.00087469
0       0.4400000       -0.00833310        0.00089946
0       0.4533333       -0.00836619        0.00092450
0       0.4666667       -0.00839856        0.00094982
0       0.4800000       -0.00843020        0.00097540
0       0.4933333       -0.00846110        0.00100125
0       0.5066667       -0.00849128        0.00102738
0       0.5200000       -0.00852071        0.00105379
0       0.5333333       -0.00854939        0.00108047
0       0.5466667       -0.00857731        0.00110744
0       0.5600000       -0.00860446        0.00113470
0       0.5733333       -0.00863081        0.00116224
0       0.5866667       -0.00865636        0.00119008
0       0.6000000       -0.00868108        0.00121821
0       0.6133333       -0.00870495        0.00124664
0       0.6266667       -0.00872795        0.00127537
0       0.6400000       -0.00875005        0.00130440
0       0.6533333       -0.00877123        0.00133374
0       0.6666667       -0.00879146        0.00136338
0       0.6800000       -0.00881071        0.00139333
0       0.6933333       -0.00882895        0.00142358
0       0.7066667       -0.00884615        0.00145414
0       0.7200000       -0.00886228        0.00148502
0       0.7333333       -0.00887731        0.00151619
0       0.7466667       -0.00889120        0.00154768
0       0.7600000       -0.00890393        0.00157946
0       0.7733333       -0.00891545        0.00161155
0       0.7866667       -0.00892574        0.00164394
0       0.8000000       -0.00893476        0.00167663
0       0.8133333       -0.00894247        0.00170961
0       0.8266667       -0.00894885        0.00174288
0       0.8400000       -0.00895385        0.00177644
0       0.8533333       -0.00895743        0.00181027
0       0.8666667       -0.00895957        0.00184439
0       0.8800000       -0.00896024        0.00187877
0       0.8933333       -0.00895938        0.00191342
0       0.9066667       -0.00895698        0.00194832
0       0.9200000       -0.00895299        0.00198348
0       0.9333333       -0.00894737        0.00201888
0       0.9466667       -0.00894011        0.00205452
0       0.9600000       -0.00893116        0.00209038
0       0.9733333       -0.00892049        0.00212647
0       0.9866667       -0.00890806        0.00216276
0       1.0000000       -0.00889385        0.00219925
0       1.0133333       -0.00887782        0.00223594
0       1.0266667       -0.00885994        0.00227280
0       1.0400000       -0.00884018        0.00230984
0       1.0533333       -0.00881851        0.00234703
0       1.0666667       -0.00879491        0.00238437
0       1.0800000       -0.00876933        0.00242185
0       1.0933333       -0.00874177        0.00245944
0       1.1066667       -0.00871218        0.00249715
0       1.1200000       -0.00868054        0.00253495
0       1.1333333       -0.00864683        0.00257284
0       1.1466667       -0.00861103        0.00261079
0       1.1600000       -0.00857311        0.00264881
0       1.1733333       -0.00853306        0.00268686
0       1.1866667       -0.00849084        0.00272493
0       1.2000000       -0.00844644        0.00276302
0       1.2133333       -0.00839985        0.00280111
0       1.2266667       -0.00835104        0.00283917
0       1.2400000       -0.00830001        0.00287720
0       1.2533333       -0.00824673        0.00291517
0       1.2666667       -0.00819120        0.00295308
0       1.2800000       -0.00813340        0.00299089
0       1.2933333       -0.00807332        0.00302861
0       1.3066667       -0.00801096        0.00306620
0       1.3200000       -0.00794631        0.00310366
0       1.3333333       -0.00787936        0.00314096
0       1.3466667       -0.00781011        0.00317809
0       1.3600000       -0.00773856        0.00321503
0       1.3733333       -0.00766470        0.00325176
0       1.3866667       -0.00758855        0.00328826
0       1.4000000       -0.00751009        0.00332451
0       1.4133333       -0.00742934        0.00336050
0       1.4266667       -0.00734631        0.00339620
0       1.4400000       -0.00726099        0.00343161
0       1.4533333       -0.00717341        0.00346669
0       1.4666667       -0.00708357        0.00350144
0       1.4800000       -0.00699148        0.00353583
0       1.4933333       -0.00689716        0.00356984
0       1.5066667       -0.00680063        0.00360346
0       1.5200000       -0.00670191        0.00363667
0       1.5333333       -0.00660101        0.00366944
0       1.5466667       -0.00649797        0.00370177
0       1.5600000       -0.00639279        0.00373362
0       1.5733333       -0.00628552        0.00376500
0       1.5866667       -0.00617617        0.00379587
0       1.6000000       -0.00606478        0.00382622
0       1.6133333       -0.00595137        0.00385603
0       1.6266667       -0.00583599        0.00388528
0       1.6400000       -0.00571866        0.00391396
0       1.6533333       -0.00559942        0.00394206
0       1.6666667       -0.00547831        0.00396955
0       1.6800000       -0.00535537        0.00399642
0       1.6933333       -0.00523063        0.00402265
0       1.7066667       -0.00510416        0.00404822
0       1.7200000       -0.00497597        0.00407313
0       1.7333333       -0.00484613        0.00409736
0       1.7466667       -0.00471468        0.00412089
0       1.7600000       -0.00458167        0.00414372
0       1.7733333       -0.00444715        0.00416581
